[0.046s] Invoking command in '/root/ros2_ws/build/owl_moveit_config': CMAKE_PREFIX_PATH=/root/ros2_ws/install/owl_description:/root/ros2_ws/install/owl_moveit_config:/opt/ros/humble /usr/bin/cmake --build /root/ros2_ws/build/owl_moveit_config -- -j8 -l8
[0.117s] Invoked command in '/root/ros2_ws/build/owl_moveit_config' returned '0': CMAKE_PREFIX_PATH=/root/ros2_ws/install/owl_description:/root/ros2_ws/install/owl_moveit_config:/opt/ros/humble /usr/bin/cmake --build /root/ros2_ws/build/owl_moveit_config -- -j8 -l8
[0.121s] Invoking command in '/root/ros2_ws/build/owl_moveit_config': CMAKE_PREFIX_PATH=/root/ros2_ws/install/owl_description:/root/ros2_ws/install/owl_moveit_config:/opt/ros/humble /usr/bin/cmake --install /root/ros2_ws/build/owl_moveit_config
[0.134s] -- Install configuration: ""
[0.135s] -- Execute custom install script
[0.136s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/ament_index/resource_index/package_run_dependencies/owl_moveit_config
[0.136s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/ament_index/resource_index/parent_prefix_path/owl_moveit_config
[0.137s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/environment/ament_prefix_path.sh
[0.137s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/environment/ament_prefix_path.dsv
[0.137s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/environment/path.sh
[0.138s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/environment/path.dsv
[0.138s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/local_setup.bash
[0.139s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/local_setup.sh
[0.140s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/local_setup.zsh
[0.140s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/local_setup.dsv
[0.141s] -- Symlinking: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/package.dsv
[0.161s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/ament_index/resource_index/packages/owl_moveit_config
[0.162s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/cmake/owl_moveit_configConfig.cmake
[0.163s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/cmake/owl_moveit_configConfig-version.cmake
[0.163s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/package.xml
[0.164s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/demo.launch.py
[0.164s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/move_group.launch.py
[0.165s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/moveit_rviz.launch.py
[0.166s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/rsp.launch.py
[0.167s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/setup_assistant.launch.py
[0.167s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/spawn_controllers.launch.py
[0.168s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/static_virtual_joint_tfs.launch.py
[0.168s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/launch/warehouse_db.launch.py
[0.169s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/initial_positions.yaml
[0.170s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/joint_limits.yaml
[0.170s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/kinematics.yaml
[0.171s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/moveit.rviz
[0.171s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/moveit_controllers.yaml
[0.171s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/owl_robot.ros2_control.xacro
[0.171s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/owl_robot.srdf
[0.172s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/owl_robot.urdf.xacro
[0.172s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/pilz_cartesian_limits.yaml
[0.172s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/config/ros2_controllers.yaml
[0.172s] -- Up-to-date symlink: /root/ros2_ws/install/owl_moveit_config/share/owl_moveit_config/.setup_assistant
[0.177s] Invoked command in '/root/ros2_ws/build/owl_moveit_config' returned '0': CMAKE_PREFIX_PATH=/root/ros2_ws/install/owl_description:/root/ros2_ws/install/owl_moveit_config:/opt/ros/humble /usr/bin/cmake --install /root/ros2_ws/build/owl_moveit_config
